"","X","chr","chromStart","chromEnd","hgnc_symbol","ensembl_gene_id","strand"
"9759",3073,"19",47616531,47713886,"SAE1","ENSG00000142230",1
"9769",4129,"19",47990894,48018497,"NAPA","ENSG00000105402",-1
"9773",4468,"19",48248779,48260315,"GLTSCR2","ENSG00000105373",1
"9774",4956,"19",48281829,48287943,"SEPW1","ENSG00000178980",1
"9788",6187,"19",48824766,48833810,"EMP3","ENSG00000142227",1
"9791",6433,"19",48885827,48894810,"KDELR1","ENSG00000105438",-1
"9795",6612,"19",48972289,48985571,"CYTH2","ENSG00000105443",1
"9800",6928,"19",49118585,49122793,"RPL18","ENSG00000063177",-1
"9816",7880,"19",49403307,49426629,"NUCB1","ENSG00000104805",1
"9818",8063,"19",49458072,49465055,"BAX","ENSG00000087088",1
"9819",8164,"19",49468558,49470135,"FTL","ENSG00000087086",1
"9820",8230,"19",49471382,49496567,"GYS1","ENSG00000104812",-1
"9821",8421,"19",49496705,49519252,"RUVBL2","ENSG00000183207",1
"9831",8743,"19",49588676,49611862,"SNRNP70","ENSG00000104852",1
"9844",10153,"19",49949555,49956754,"PIH1D1","ENSG00000104872",-1
"9847",10323,"19",49990811,49995565,"RPL13A","ENSG00000142541",1
"9848",10405,"19",49999622,50002946,"RPS11","ENSG00000142534",1
"9850",10468,"19",50010073,50029590,"FCGRT","ENSG00000104870",1
"9859",11066,"19",50179043,50192286,"PRMT1","ENSG00000126457",1
"9866",11700,"19",50353992,50364001,"PTOV1","ENSG00000104960",1
"9871",12102,"19",50410082,50433020,"NUP62","ENSG00000213024",-1
"9885",13147,"19",50979657,50986608,"EMC10","ENSG00000161671",1
"9918",14175,"19",51848423,51869672,"ETFB","ENSG00000105379",-1
"9936",14764,"19",52359055,52394203,"ZNF577","ENSG00000161551",-1
"9940",14838,"19",52494585,52511483,"ZNF615","ENSG00000197619",-1
"9946",15010,"19",52693292,52730687,"PPP2R1A","ENSG00000105568",1
"9947",15121,"19",52772824,52795977,"ZNF766","ENSG00000196214",1
"9948",15134,"19",52800430,52829175,"ZNF480","ENSG00000198464",1
"9951",15168,"19",52901102,52921665,"ZNF528","ENSG00000167555",1
"9954",15218,"19",53030905,53067717,"ZNF808","ENSG00000198482",1
"9955",15238,"19",53059075,53090427,"ZNF701","ENSG00000167562",1
"9956",15260,"19",53097313,53193749,"ZNF83","ENSG00000167766",-1
"9966",15468,"19",53569859,53606689,"ZNF160","ENSG00000170949",-1
"9974",15633,"19",53837002,53858122,"ZNF845","ENSG00000213799",1
"9975",15640,"19",53868946,53895470,"ZNF525","ENSG00000203326",1
"9978",15744,"19",54024235,54083523,"ZNF331","ENSG00000130844",1
"9981",15865,"19",54369477,54379691,"MYADM","ENSG00000179820",1
"9989",16192,"19",54606036,54612564,"NDUFA3","ENSG00000170906",1
"9991",16293,"19",54618837,54635140,"PRPF31","ENSG00000105618",1
"9992",16327,"19",54641444,54659419,"CNOT3","ENSG00000088038",1
"9994",16386,"19",54663846,54676944,"TMC4","ENSG00000167608",-1
"9995",16469,"19",54677107,54693733,"MBOAT7","ENSG00000125505",-1
"9997",16559,"19",54704610,54752862,"RPS9","ENSG00000170889",1
"10005",17012,"19",54865362,54882165,"LAIR1","ENSG00000167613",-1
"10007",17196,"19",54960065,54973217,"LENG8","ENSG00000167615",1
"10048",4780,"19",55896713,55914612,"RPL28","ENSG00000108107",1
"10065",5443,"19",56165512,56186081,"U2AF2","ENSG00000063244",1
"10097",7248,"19",57791419,57804937,"ZNF460","ENSG00000197714",1
"10120",8019,"19",58258164,58269527,"ZNF776","ENSG00000152443",1
"10121",8039,"19",58281023,58331307,"ZNF586","ENSG00000083828",1
"10122",8085,"19",58315209,58326281,"ZNF552","ENSG00000178935",-1
"10125",8186,"19",58361225,58376480,"ZNF587","ENSG00000198466",1
"10126",8204,"19",58411664,58427978,"ZNF417","ENSG00000173480",-1
"10137",8684,"19",58739960,58788815,"ZNF544","ENSG00000198131",1
"10144",8910,"19",58897767,58906173,"RPS5","ENSG00000083845",1
"10153",9237,"19",59055458,59062089,"TRIM28","ENSG00000130726",1
"10154",9335,"19",59062933,59066491,"CHMP2A","ENSG00000130724",-1
"10158",1049,"2",217730,266398,"SH3YL1","ENSG00000035115",-1
"10159",1685,"2",264140,278283,"ACP1","ENSG00000143727",1
"10161",2516,"2",667335,677439,"TMEM18","ENSG00000151353",-1
"10164",4165,"2",1635659,1748624,"PXDN","ENSG00000130508",-1
"10166",5123,"2",3192696,3381653,"TSSC1","ENSG00000032389",-1
"10167",5919,"2",3383446,3488865,"TRAPPC12","ENSG00000171853",1
"10168",6465,"2",3501132,3523507,"ADI1","ENSG00000182551",-1
"10178",7545,"2",7057523,7208417,"RNF144A","ENSG00000151692",1
"10179",7667,"2",8818975,8824583,"ID2","ENSG00000115738",1
"10180",7781,"2",8865408,8977760,"KIDINS220","ENSG00000134313",-1
"10181",8649,"2",8992820,9143942,"MBOAT2","ENSG00000143797",-1
"10183",9094,"2",9543604,9563676,"ITGB1BP1","ENSG00000119185",-1
"10184",9639,"2",9563697,9613230,"CPSF3","ENSG00000119203",1
"10185",9928,"2",9613787,9636672,"IAH1","ENSG00000134330",1
"10186",10264,"2",9628615,9695921,"ADAM17","ENSG00000151694",-1
"10187",10385,"2",9724101,9771143,"YWHAQ","ENSG00000134308",-1
"10188",10521,"2",9983483,10074545,"TAF1B","ENSG00000115750",1
"10189",10654,"2",10085341,10142411,"GRHL1","ENSG00000134317",1
"10190",11028,"2",10182976,10194963,"KLF11","ENSG00000172059",1
"10192",11151,"2",10262455,10271545,"RRM2","ENSG00000171848",1
"10195",11485,"2",10580094,10588630,"ODC1","ENSG00000115758",-1
"10196",11597,"2",10710892,10830101,"NOL10","ENSG00000115761",-1
"10198",12209,"2",10923517,10978103,"PDIA6","ENSG00000143870",-1
"10201",12554,"2",11295324,11319000,"PQLC3","ENSG00000162976",1
"10202",12621,"2",11319887,11488456,"ROCK2","ENSG00000134318",-1
"10204",13038,"2",11674242,11782914,"GREB1","ENSG00000196208",1
"10206",13284,"2",11817721,11967535,"LPIN1","ENSG00000134324",1
"10207",13562,"2",12857015,12882860,"TRIB2","ENSG00000071575",1
"10210",13879,"2",15307032,15701454,"NBAS","ENSG00000151779",-1
"10211",14337,"2",15731302,15771235,"DDX1","ENSG00000079785",1
"10213",14485,"2",16730727,16847599,"FAM49A","ENSG00000197872",-1
"10216",14770,"2",17845079,17981509,"SMC6","ENSG00000163029",-1
"10220",15205,"2",18735989,18741946,"RDH14","ENSG00000240857",-1
"10227",15612,"2",20232411,20251789,"LAPTM4A","ENSG00000068697",-1
"10228",15672,"2",20400558,20425194,"SDC1","ENSG00000115884",-1
"10229",15748,"2",20448452,20551995,"PUM2","ENSG00000055917",-1
"10230",905,"2",20646835,20649200,"RHOB","ENSG00000143878",1
"10233",1056,"2",20883788,21022882,"C2orf43","ENSG00000118961",-1
"10237",2012,"2",23971534,24149984,"ATAD2B","ENSG00000119778",-1
"10242",3009,"2",24299396,24392509,"FAM228B","ENSG00000219626",1
"10246",3632,"2",24425733,24583583,"ITSN2","ENSG00000198399",-1
"10247",4889,"2",24714783,24993571,"NCOA1","ENSG00000084676",1
"10250",5513,"2",25042038,25142708,"ADCY3","ENSG00000138031",-1
"10254",6962,"2",25455845,25565459,"DNMT3A","ENSG00000119772",-1
"10255",7615,"2",25600067,25896503,"DTNB","ENSG00000138101",-1
"10256",899,"2",25956622,26101385,"ASXL2","ENSG00000143970",-1
"10258",1241,"2",26256976,26360323,"RAB10","ENSG00000084733",1
"10260",1651,"2",26413504,26467594,"HADHA","ENSG00000084754",-1
"10261",2134,"2",26466038,26513336,"HADHB","ENSG00000138029",1
"10263",3007,"2",26531415,26618759,"EPT1","ENSG00000138018",1
"10269",5050,"2",26987152,27004099,"SLC35F6","ENSG00000213699",1
"10273",5749,"2",27255778,27264563,"TMEM214","ENSG00000119777",1
"10274",6165,"2",27265232,27293490,"AGBL5","ENSG00000084693",1
"10275",6658,"2",27293340,27294641,"OST4","ENSG00000228474",-1
"10280",7801,"2",27353624,27357543,"PREB","ENSG00000138073",-1
"10283",8257,"2",27422455,27435826,"SLC5A6","ENSG00000138074",-1
"10284",8864,"2",27434895,27440046,"ATRAID","ENSG00000138085",1
"10285",9035,"2",27440258,27466811,"CAD","ENSG00000084774",1
"10290",926,"2",27532360,27548547,"MPV17","ENSG00000115204",-1
"10291",1526,"2",27548716,27579868,"GTF3C2","ENSG00000115207",-1
"10292",2347,"2",27587219,27593353,"EIF2B4","ENSG00000115211",-1
"10293",2753,"2",27593389,27599995,"SNX17","ENSG00000115234",1
"10295",3777,"2",27604061,27632554,"PPM1G","ENSG00000115241",-1
"10296",3956,"2",27650657,27665126,"NRBP1","ENSG00000115216",1
"10297",4364,"2",27665233,27669348,"KRTCAP3","ENSG00000157992",1
"10298",4687,"2",27667238,27712656,"IFT172","ENSG00000138002",-1
"10302",6164,"2",27805897,27858041,"ZNF512","ENSG00000243943",1
"10304",6784,"2",27851114,27874375,"GPN1","ENSG00000198522",1
"10305",7213,"2",27873679,27886676,"SUPT7L","ENSG00000119760",-1
"10307",7458,"2",27994584,28210954,"MRPL33","ENSG00000243147",1
"10309",7875,"2",28112808,28561768,"BRE","ENSG00000158019",1
"10310",8259,"2",28615315,28640179,"FOSL2","ENSG00000075426",1
"10312",605,"2",28974506,29025806,"PPP1CB","ENSG00000213639",1
"10315",1068,"2",29117509,29171088,"WDR43","ENSG00000163811",1
"10320",3172,"2",30369807,30383399,"YPEL5","ENSG00000119801",1
"10321",3216,"2",30454397,30546596,"LBH","ENSG00000213626",1
"10322",3287,"2",30670092,30867091,"LCLAT1","ENSG00000172954",1
"10323",3637,"2",30945637,31043408,"CAPN13","ENSG00000162949",-1
"10329",6192,"2",32092878,32264881,"DPY30","ENSG00000162961",-1
"10331",6356,"2",32390933,32449448,"SLC30A6","ENSG00000152683",1
"10333",6988,"2",32502979,32541663,"YIPF4","ENSG00000119820",1
"10334",7040,"2",32582096,32843966,"BIRC6","ENSG00000115760",1
"10335",7408,"2",32853099,33046118,"TTC27","ENSG00000018699",1
"10336",7674,"2",33172039,33624576,"LTBP1","ENSG00000049323",1
"10337",8484,"2",33661391,33789817,"RASGRP3","ENSG00000152689",1
"10338",8645,"2",33808725,33824449,"FAM98A","ENSG00000119812",-1
"10339",8783,"2",36583069,36778278,"CRIM1","ENSG00000150938",1
"10340",8912,"2",36778570,36873230,"FEZ2","ENSG00000171055",-1
"10342",9959,"2",37070783,37193615,"STRN","ENSG00000115808",-1
"10343",10013,"2",37195526,37311485,"HEATR5B","ENSG00000008869",-1
"10344",10199,"2",37311594,37326387,"GPATCH11","ENSG00000152133",1
"10345",10283,"2",37326353,37384208,"EIF2AK2","ENSG00000055332",-1
"10347",10636,"2",37428755,37458856,"CEBPZ","ENSG00000115816",-1
"10348",11321,"2",37458774,37480546,"NDUFAF7","ENSG00000003509",1
"10349",11364,"2",37477645,37551951,"PRKD3","ENSG00000115825",-1
"10351",11545,"2",37869032,37965611,"CDC42EP3","ENSG00000163171",-1
"10354",11873,"2",38522022,38604427,"ATL2","ENSG00000119787",-1
"10355",12180,"2",38789120,38830728,"HNRNPLL","ENSG00000143889",-1
"10357",12588,"2",38970741,38978636,"SRSF7","ENSG00000115875",-1
"10359",12965,"2",39024871,39103075,"DHX57","ENSG00000163214",-1
"10360",13194,"2",39103103,39156213,"MORN2","ENSG00000188010",1
"10363",13363,"2",39208537,39351486,"SOS1","ENSG00000115904",-1
"10365",14218,"2",39476407,39664453,"MAP4K3","ENSG00000011566",-1
"10368",15024,"2",40324410,40838193,"SLC8A1","ENSG00000183023",-1
"10371",15147,"2",42396490,42559688,"EML4","ENSG00000143924",1
"10372",15366,"2",42560686,42652228,"COX7A2L","ENSG00000115944",-1
"10374",15522,"2",42721709,42984087,"MTA3","ENSG00000057935",1
"10377",15819,"2",43393800,43823185,"THADA","ENSG00000115970",-1
"10378",16290,"2",43449541,43453748,"ZFP36L2","ENSG00000152518",-1
"10380",16494,"2",44001178,44037149,"DYNC2LI1","ENSG00000138036",1
"10383",16975,"2",44113647,44223144,"LRPPRC","ENSG00000138095",-1
"10384",688,"2",44395108,44471523,"PPM1B","ENSG00000138032",1
"10386",3119,"2",44543420,44589001,"PREPL","ENSG00000138078",-1
"10390",5046,"2",45615819,45839304,"SRBD1","ENSG00000068784",-1
"10391",5850,"2",45878484,46415129,"PRKCE","ENSG00000171132",1
"10392",6662,"2",46520806,46613836,"EPAS1","ENSG00000116016",1
"10395",7198,"2",46768945,46810260,"RHOQ","ENSG00000119729",1
"10396",7989,"2",46808076,46844258,"PIGF","ENSG00000151665",-1
"10397",8465,"2",46843555,46852881,"CRIPT","ENSG00000119878",1
"10401",8615,"2",47129009,47168994,"MCFD2","ENSG00000180398",-1
"10404",10226,"2",47387221,47403740,"CALM2","ENSG00000143933",-1
"10405",10686,"2",47572297,47614740,"EPCAM","ENSG00000119888",1
"10406",11218,"2",47630108,47789450,"MSH2","ENSG00000095002",1
"10409",11705,"2",47922669,48037240,"MSH6","ENSG00000116062",1
"10410",12586,"2",48016455,48132932,"FBXO11","ENSG00000138081",-1
"10411",13675,"2",48541776,48606433,"FOXN2","ENSG00000170802",1
"10419",18158,"2",53759810,54087170,"GPR75-ASB3","ENSG00000115239",-1
"10422",18359,"2",54014181,54045956,"ERLEC1","ENSG00000068912",1
"10424",18685,"2",54091204,54197977,"PSME4","ENSG00000068878",-1
"10428",19010,"2",54683422,54896812,"SPTBN1","ENSG00000115306",1
"10430",19057,"2",55199325,55339757,"RTN4","ENSG00000115310",-1
"10431",19088,"2",55401927,55459699,"CLHC1","ENSG00000162994",-1
"10433",19124,"2",55463731,55496483,"MTIF2","ENSG00000085760",-1
"10434",19141,"2",55514978,55647057,"CCDC88A","ENSG00000115355",-1
"10435",19208,"2",55746740,55773015,"CCDC104","ENSG00000163001",1
"10436",19220,"2",55774428,55846015,"SMEK2","ENSG00000138041",-1
"10437",19242,"2",55861400,55921045,"PNPT1","ENSG00000138035",-1
"10438",19260,"2",56093102,56151274,"EFEMP1","ENSG00000115380",-1
"10440",19281,"2",58134786,58387055,"VRK2","ENSG00000028116",1
"10441",19297,"2",58386378,58468507,"FANCL","ENSG00000115392",-1
"10444",19349,"2",61108656,61158745,"REL","ENSG00000162924",1
"10446",19373,"2",61244360,61279125,"PEX13","ENSG00000162928",1
"10447",19378,"2",61293006,61391960,"KIAA1841","ENSG00000162929",1
"10449",19390,"2",61404553,61418338,"AHSA2","ENSG00000173209",1
"10450",19405,"2",61414598,61697904,"USP34","ENSG00000115464",-1
"10451",19430,"2",61704984,61765761,"XPO1","ENSG00000082898",-1
"10453",1596,"2",62095224,62115939,"CCT4","ENSG00000115484",-1
"10454",2408,"2",62115859,62374382,"COMMD1","ENSG00000173163",1
"10455",2605,"2",62423248,62451866,"B3GNT2","ENSG00000170340",1
"10457",2865,"2",62900986,63273622,"EHBP1","ENSG00000115504",1
"10459",3746,"2",63348518,64054977,"WDPCP","ENSG00000143951",-1
"10460",4499,"2",63815743,63834331,"MDH1","ENSG00000014641",1
"10461",4958,"2",64068074,64118696,"UGP2","ENSG00000169764",1
"10462",5964,"2",64119280,64246206,"VPS54","ENSG00000143952",-1
"10465",6748,"2",64751465,64820139,"AFTPH","ENSG00000119844",1
"10466",7108,"2",64858755,64978139,"SERTAD2","ENSG00000179833",-1
"10467",7201,"2",65215611,65250999,"SLC1A4","ENSG00000115902",1
"10469",7754,"2",65297835,65357240,"RAB1A","ENSG00000138069",-1
"10470",8032,"2",65454887,65498387,"ACTR2","ENSG00000138071",1
"10471",8181,"2",65537985,65659771,"SPRED2","ENSG00000198369",-1
"10472",8376,"2",66660584,66801001,"MEIS1","ENSG00000143995",1
"10475",903,"2",68350068,68384692,"WDR92","ENSG00000243667",-1
"10477",1525,"2",68405989,68483369,"PPP3R1","ENSG00000221823",-1
"10479",1591,"2",68592305,68624585,"PLEK","ENSG00000115956",1
"10487",3561,"2",69240310,69476459,"ANTXR1","ENSG00000169604",1
"10488",4147,"2",69546905,69614382,"GFPT1","ENSG00000198380",-1
"10489",4459,"2",69622882,69664760,"NFU1","ENSG00000169599",-1
"10490",4976,"2",69688532,69901481,"AAK1","ENSG00000115977",-1
"10491",5558,"2",69871557,70053596,"ANXA4","ENSG00000196975",1
"10493",6471,"2",70120692,70132707,"SNRNP27","ENSG00000124380",1
"10496",6815,"2",70314585,70316332,"PCBP1","ENSG00000169564",1
"10497",6837,"2",70377012,70475747,"C2orf42","ENSG00000115998",-1
"10498",7235,"2",70436576,70475792,"TIA1","ENSG00000116001",-1
"10499",7678,"2",70484518,70508323,"PCYOX1","ENSG00000116005",1
"10500",7812,"2",70508494,70520903,"SNRPG","ENSG00000143977",-1
"10501",690,"2",70523107,70529222,"FAM136A","ENSG00000035141",-1
"10511",3422,"2",71213068,71222075,"TEX261","ENSG00000144043",-1
"10512",3802,"2",71291474,71306935,"NAGK","ENSG00000124357",1
"10513",4460,"2",71336814,71357369,"MCEE","ENSG00000124370",-1
"10514",4496,"2",71357444,71377231,"MPHOSPH10","ENSG00000124383",1
"10516",4797,"2",71503691,71662199,"ZNF638","ENSG00000075292",1
"10519",1906,"2",72403113,73053170,"EXOC6B","ENSG00000144036",-1
"10520",2176,"2",73114489,73119287,"SPR","ENSG00000116096",1
"10522",2609,"2",73169165,73302747,"SFXN5","ENSG00000144040",-1
"10525",3395,"2",73441350,73454365,"SMYD5","ENSG00000135632",1
"10527",3822,"2",73460548,73480149,"CCT7","ENSG00000135624",1
"10530",5626,"2",73612886,73837920,"ALMS1","ENSG00000116127",1
"10532",6026,"2",73956231,73964527,"TPRKB","ENSG00000144034",-1
"10533",6159,"2",73989311,74007284,"DUSP11","ENSG00000144048",-1
"10535",8778,"2",74056086,74100786,"STAMBP","ENSG00000124356",1
"10537",9381,"2",74153953,74186088,"DGUOK","ENSG00000114956",1
"10539",9502,"2",74362525,74375121,"BOLA3","ENSG00000163170",-1
"10540",9556,"2",74379655,74406025,"MOB1A","ENSG00000114978",-1
"10542",9593,"2",74425689,74444692,"MTHFD2","ENSG00000065911",1
"10544",10485,"2",74588281,74619214,"DCTN1","ENSG00000204843",-1
"10547",11148,"2",74652963,74669549,"RTKN","ENSG00000114993",-1
"10548",1349,"2",74682150,74688011,"INO80B","ENSG00000115274",1
"10549",1514,"2",74685456,74688018,"WBP1","ENSG00000239779",1
"10550",1625,"2",74688184,74692537,"MOGS","ENSG00000115275",-1
"10551",1679,"2",74699085,74700449,"MRPL53","ENSG00000204822",-1
"10553",2378,"2",74710200,74722013,"TTC31","ENSG00000115282",1
"10555",2771,"2",74732170,74735707,"PCGF1","ENSG00000115289",-1
"10558",3047,"2",74753772,74757066,"AUP1","ENSG00000115307",-1
"10565",5920,"2",75185619,75197255,"POLE4","ENSG00000115350",1
"10568",6491,"2",75873909,75917977,"MRPL19","ENSG00000115364",1
"10569",6562,"2",75879126,75938115,"GCFC2","ENSG00000005436",-1
"10577",7813,"2",84650647,84687169,"SUCLG1","ENSG00000163541",-1
"10580",8801,"2",85132749,85133795,"TMSB10","ENSG00000034510",1
"10581",8820,"2",85198216,85286595,"KCMF1","ENSG00000176407",1
"10583",9103,"2",85545147,85555548,"TGOLN2","ENSG00000152291",-1
"10584",9235,"2",85569211,85581743,"RETSAT","ENSG00000042445",-1
"10585",9476,"2",85581517,85618875,"ELMOD3","ENSG00000115459",1
"10586",10284,"2",85621871,85645555,"CAPG","ENSG00000042493",-1
"10588",10573,"2",85766288,85772403,"MAT2A","ENSG00000168906",1
"10589",10604,"2",85771846,85788670,"GGCX","ENSG00000115486",-1
"10590",10828,"2",85788685,85809154,"VAMP8","ENSG00000118640",1
"10591",10848,"2",85811531,85820535,"VAMP5","ENSG00000168899",1
"10592",10977,"2",85822848,85824736,"RNF181","ENSG00000168894",1
"10594",11243,"2",85829979,85876403,"USP39","ENSG00000168883",1
"10595",11547,"2",85833777,85839189,"C2orf68","ENSG00000168887",-1
"10600",12154,"2",86247339,86333278,"POLR1A","ENSG00000068654",-1
"10601",12348,"2",86333305,86369280,"PTCD3","ENSG00000132300",1
"10602",12635,"2",86371055,86422893,"IMMT","ENSG00000132305",-1
"10603",12878,"2",86426478,86440917,"MRPL35","ENSG00000132313",1
"10605",13051,"2",86667770,86719839,"KDM3A","ENSG00000115548",1
"10606",13399,"2",86730554,86948245,"CHMP3","ENSG00000115561",-1
"10608",13458,"2",86830516,86850989,"RNF103","ENSG00000239305",-1
"10609",13471,"2",86947296,87005164,"RMND5A","ENSG00000153561",1
"10616",14024,"2",88326724,88355248,"KRCC1","ENSG00000172086",-1
"10619",14383,"2",88469835,88486146,"THNSL2","ENSG00000144115",1
"10621",14459,"2",88856259,88927094,"EIF2AK3","ENSG00000172071",-1
"10625",14912,"2",95752952,95815179,"MRPS5","ENSG00000144029",-1
"10626",592,"2",95813075,95831158,"ZNF514","ENSG00000144026",-1
"10628",1247,"2",95940201,95957056,"PROM2","ENSG00000155066",1
"10632",2079,"2",96514587,96657541,"ANKRD36C","ENSG00000174501",-1
"10637",3426,"2",96850597,96874563,"STARD7","ENSG00000084090",-1
"10638",3571,"2",96914254,96931732,"TMEM127","ENSG00000135956",-1
"10639",3754,"2",96931870,96939087,"CIAO1","ENSG00000144021",1
"10640",4175,"2",96940074,96971297,"SNRNP200","ENSG00000144028",-1
"10644",5590,"2",97258907,97308524,"KANSL3","ENSG00000114982",-1
"10645",6481,"2",97371666,97405801,"LMAN2L","ENSG00000114988",-1
"10652",8353,"2",97749320,97760619,"FAHD2B","ENSG00000144199",-1
"10653",8582,"2",97779233,97930258,"ANKRD36","ENSG00000135976",1
"10654",8842,"2",98262503,98264846,"COX5B","ENSG00000135940",1
"10655",8932,"2",98272431,98280570,"ACTR1B","ENSG00000115073",-1
"10657",9757,"2",98372799,98612388,"TMEM131","ENSG00000075568",-1
"10661",11021,"2",99215773,99224978,"COA5","ENSG00000183513",-1
"10662",11033,"2",99225042,99234978,"UNC50","ENSG00000115446",1
"10663",11127,"2",99235569,99347589,"MGAT4A","ENSG00000071073",-1
"10668",11765,"2",99777890,99797521,"MITD1","ENSG00000158411",-1
"10669",11968,"2",99797542,99814089,"MRPL30","ENSG00000185414",1
"10672",12099,"2",99935445,99957165,"TXNDC9","ENSG00000115514",-1
"10673",12236,"2",99953816,100017789,"EIF5B","ENSG00000158417",1
"10674",12429,"2",100016938,100106497,"REV1","ENSG00000135945",-1
"10675",12700,"2",100162323,100759201,"AFF3","ENSG00000144218",-1
"10677",13103,"2",101008327,101034118,"CHST10","ENSG00000115526",-1
"10681",13517,"2",101618177,101640494,"RPL31","ENSG00000071082",1
"10682",13866,"2",101624079,101869328,"TBC1D8","ENSG00000204634",-1
"10683",14020,"2",101869264,101886778,"CNOT11","ENSG00000158435",1
"10684",14055,"2",101887681,101925163,"RNF149","ENSG00000163162",-1
"10687",731,"2",102313312,102511149,"MAP4K4","ENSG00000071054",1
"10689",2413,"2",102681004,102796334,"IL1R1","ENSG00000115594",1
"10699",4787,"2",105654441,105716418,"MRPS9","ENSG00000135972",1
"10703",5182,"2",105953816,105965668,"C2orf49","ENSG00000135974",1
"10704",5254,"2",105974169,106054970,"FHL2","ENSG00000115641",-1
"10707",6213,"2",106709759,106810795,"UXS1","ENSG00000115652",-1
"10715",8251,"2",109065017,109125871,"GCC2","ENSG00000135968",1
"10716",1117,"2",109150857,109303702,"LIMS1","ENSG00000169756",1
"10717",1563,"2",109335937,109402267,"RANBP2","ENSG00000153201",1
"10721",2995,"2",110300559,110371783,"SEPT10","ENSG00000186522",-1
"10723",3753,"2",110550335,110615272,"RGPD5","ENSG00000015568",1
"10729",5673,"2",111271389,111334762,"RGPD6","ENSG00000183054",-1
"10732",7588,"2",111876955,111926024,"BCL2L11","ENSG00000153094",1
"10733",8106,"2",112523848,112642267,"ANAPC1","ENSG00000153107",-1
"10735",1402,"2",112812800,112876895,"TMEM87B","ENSG00000153214",1
"10737",2144,"2",112969102,113012713,"ZC3H8","ENSG00000144161",-1
"10739",2714,"2",113127669,113192065,"RGPD8","ENSG00000169629",-1
"10741",3543,"2",113299492,113334635,"POLR1B","ENSG00000125630",1
"10743",4513,"2",113403434,113421404,"SLC20A1","ENSG00000144136",1
"10755",1179,"2",113914902,113966973,"PSD4","ENSG00000125637",1
"10757",2615,"2",114195268,114253766,"CBWD2","ENSG00000136682",1
"10760",3594,"2",114384806,114400973,"RABL2A","ENSG00000144134",1
"10761",4507,"2",114462588,114514400,"SLC35F5","ENSG00000115084",-1
"10762",5150,"2",114647537,114720173,"ACTR3","ENSG00000115091",1
"10764",6163,"2",118572226,118589955,"DDX18","ENSG00000088205",1
"10765",6794,"2",118673054,118771709,"CCDC93","ENSG00000125633",-1
"10766",7381,"2",118846028,118868573,"INSIG2","ENSG00000125629",1
"10772",1220,"2",120124497,120130126,"DBI","ENSG00000155368",1
"10777",2437,"2",120517207,120741394,"PTPN4","ENSG00000088179",1
"10778",3187,"2",120770581,120936695,"EPB41L5","ENSG00000115109",1
"10780",4092,"2",120997640,121052289,"RALB","ENSG00000144118",1
"10785",5003,"2",122095352,122407163,"CLASP1","ENSG00000074054",-1
"10786",6202,"2",122484521,122494499,"NIFK","ENSG00000155438",-1
"10787",6357,"2",122494679,122525429,"TSN","ENSG00000211460",1
"10792",8593,"2",128014866,128051752,"ERCC3","ENSG00000163161",-1
"10793",8930,"2",128056306,128146041,"MAP3K2","ENSG00000169967",-1
"10795",9856,"2",128193783,128284462,"IWS1","ENSG00000163166",-1
"10799",10998,"2",128458596,128568761,"WDR33","ENSG00000136709",-1
"10801",11430,"2",128603840,128615731,"POLR2D","ENSG00000144231",-1
"10804",11875,"2",128848774,128953251,"UGGT1","ENSG00000136731",1
"10809",12708,"2",130908981,130940323,"SMPD4","ENSG00000136699",-1
"10810",13352,"2",130939310,130948302,"MZT2B","ENSG00000152082",1
"10812",13400,"2",131095814,131099922,"CCDC115","ENSG00000136710",-1
"10813",13546,"2",131099798,131105383,"IMP4","ENSG00000136718",1
"10814",13860,"2",131113580,131132982,"PTPN18","ENSG00000072135",1
"10822",14564,"2",131805449,131851033,"FAM168B","ENSG00000152102",-1
"10823",14685,"2",131862420,132111282,"PLEKHB2","ENSG00000115762",1
"10826",14900,"2",132222473,132250316,"MZT2A","ENSG00000173272",-1
"10834",15546,"2",133429374,134326034,"NCKAP5","ENSG00000176771",-1
"10835",15597,"2",134877554,135212192,"MGAT5","ENSG00000152127",1
"10838",15925,"2",135675805,135716912,"CCNT2","ENSG00000082258",1
"10840",16170,"2",135809835,135933964,"RAB3GAP1","ENSG00000115839",1
"10842",16535,"2",136289025,136482840,"R3HDM1","ENSG00000048991",1
"10843",16791,"2",136499189,136542625,"UBXN4","ENSG00000144224",1
"10845",17054,"2",136597196,136633996,"MCM6","ENSG00000076003",-1
"10846",17141,"2",136664247,136743670,"DARS","ENSG00000115866",-1
"10847",17295,"2",136871919,136875735,"CXCR4","ENSG00000121966",-1
"10849",17380,"2",138721590,138773930,"HNMT","ENSG00000150540",1
"10850",17483,"2",139259371,139331117,"SPOPL","ENSG00000144228",1
"10854",17811,"2",143848931,144525921,"ARHGAP15","ENSG00000075884",1
"10855",17917,"2",144695635,145090135,"GTDC1","ENSG00000121964",-1
"10856",18088,"2",145141648,145282147,"ZEB2","ENSG00000169554",-1
"10857",18213,"2",148602086,148688393,"ACVR2A","ENSG00000121989",1
"10858",18235,"2",148687968,148779147,"ORC4","ENSG00000115947",-1
"10859",18378,"2",148778580,149275805,"MBD5","ENSG00000204406",1
"10860",18439,"2",149402009,149545130,"EPC2","ENSG00000135999",1
"10862",18650,"2",149894621,150071776,"LYPD6B","ENSG00000150556",1
